
---------- Begin Simulation Statistics ----------
simSeconds                                   0.657582                       # Number of seconds simulated (Second)
simTicks                                 657581850000                       # Number of ticks simulated (Tick)
finalTick                                657581850000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  12196.90                       # Real time elapsed on the host (Second)
hostTickRate                                 53913865                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     918368                       # Number of bytes of host memory used (Byte)
simInsts                                   1298923310                       # Number of instructions simulated (Count)
simOps                                     2376845062                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   106496                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     194873                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        657581851                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.506251                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.975303                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      2376993991                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      120                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     2376947147                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     80                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               149043                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            222364                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  60                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           657543623                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.614889                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.088687                       # Number of insts issued each cycle (Count)
system.cpu.power_state.pwrStateResidencyTicks::ON 657581850000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                   5387                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                157948130                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                 9193813                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           1060                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                 293501747                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles             196893486                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts             2377026738                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                    78                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents               87956967                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                     95                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents               85360654                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands          2801814115                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                  5870919697                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups               1847327639                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                 984731560                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps            2801586591                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                   227515                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      49                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  49                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                 469038480                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                       2873926157                       # The number of ROB reads (Count)
system.cpu.rob.writes                      4754008887                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts               1298923310                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                 2376845062                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    19                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp                 1354                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict                134                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                 161                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp                161                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq            1354                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port         1833                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port         1330                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                     3163                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        54464                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port        42432                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                     96896                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                                 1                       # Total snoops (Count)
system.l2bus.snoopTraffic                          64                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples                1515                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.001320                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.036322                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                      1513     99.87%     99.87% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                         2      0.13%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                  1515                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED 657581850000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy              1649000                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             2556000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy             1989000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests            1649                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests          136                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops                 0                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst                 3                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data                 1                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                    4                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst                3                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data                1                       # number of overall hits (Count)
system.l2cache.overallHits::total                   4                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst             848                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data             662                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total               1510                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst            848                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data            662                       # number of overall misses (Count)
system.l2cache.overallMisses::total              1510                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst     84447000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data     70655000                       # number of demand (read+write) miss ticks (Tick)
